"Dim.1"	"Dim.2"	"Dim.3"	"Dim.4"	"Dim.5"
"NCIH2228_LUNG"	78.2054111588798	-28.5220098678633	-3.81910776829427	10.3148126078262	4.44055996529699
"NCIH2291_LUNG"	28.0259931421579	-45.9812350585986	-7.09110062903913	-0.188105249217742	-0.591647406995402
"NCIH2342_LUNG"	52.0403464212094	-35.3678394557677	-1.37110683541589	-0.513278219330102	-0.757539922081318
"NCIH2347_LUNG"	66.5880734446105	-32.7239212957325	-3.97684938532002	-1.79178824484688	-3.39932826412678
"NCIH23_LUNG"	21.4408141969478	-48.1713003568498	-4.23482494087594	-3.61938475904245	-1.93308533120317
"NCIH2405_LUNG"	56.8643950358198	-32.6384274210506	-4.94488102764777	2.16103317141402	0.590119507629627
"NCIH3122_LUNG"	42.6193099864495	-39.569244810529	-5.92787916963091	-3.07604467409699	-1.09489557808464
"NCIH3255_LUNG"	39.6852033610295	-42.5923559587697	-6.24726779948331	3.01968642157898	1.56394219290321
"NCIH441_LUNG"	66.6860536042978	-33.5759302410819	-1.0329333795092	8.35379559100051	3.83168570529403
"NCIH522_LUNG"	67.7515515188219	-32.6853298004432	8.1560590002889	7.13325442952992	-1.99379620064261
"NCIH838_LUNG"	66.9247758111452	-21.8544852418453	-0.644375819878879	-9.42921946382972	-1.87690214042745
"NCIH854_LUNG"	31.0354783276335	-45.0355563102963	-10.0556184117551	-2.19017676239012	1.39956534889278
"PC14_LUNG"	8.40617710175061	-49.9987230414555	-10.9199899552637	-4.47526887499918	-2.94744336754422
"PC9_LUNG"	25.626484605349	-47.220741604872	-9.86487538994896	-7.57225082468442	-4.91977537133086
"RERFLCAD1_LUNG"	70.5064302197886	-31.0019407262692	-1.58652445684616	8.70822606691663	2.03427895748999
"RERFLCAD2_LUNG"	-18.5862167222238	-58.6822557469467	-12.8859455627416	-4.95595454102109	-2.28170824662842
"RERFLCKJ_LUNG"	72.2376886188292	-30.6238372974055	-4.54204056364296	4.43663370138064	5.53971801122745
"RERFLCMS_LUNG"	32.0688908545703	-41.6259262052952	-9.49777693543063	-2.27192786155262	0.596549687274226
"SKLU1_LUNG"	11.2210312008077	-46.5332643175677	-7.42345000307759	0.0189147578544082	0.00271773007487861
"A549_LUNG"	38.1071365801848	-41.5868722022983	-13.5019375387751	-3.4181434632725	1.51159219697142
"NCIH1437_LUNG"	36.3990419694147	-38.21282580095	-9.18610772452744	-2.11366455685521	1.12833925379882
"A549_avg"	-20.1993547029863	34.2403260897151	-16.7458000399273	1.04023033974268	1.37316768284787
"H1437_avg"	-24.3015862992604	10.2577432386932	34.9979989689414	-2.6130870909532	-1.02562116274494
