"quanti.correlation"	"quanti.p.value"
"ENSG00000141429"	0.639659511913262	6.03476875790305e-24
"ENSG00000148303"	0.639526778905631	6.20658760801423e-24
"ENSG00000125166"	0.639470081517709	6.28143741098936e-24
"ENSG00000187555"	0.63943924875799	6.32251325272474e-24
"ENSG00000168906"	0.639058123682325	6.85257380348536e-24
"ENSG00000106609"	0.63890359625811	7.07971691377978e-24
"ENSG00000164754"	0.638466112952419	7.76366452502489e-24
"ENSG00000108298"	0.638457708236157	7.77742025321314e-24
"ENSG00000149806"	0.638270962564624	8.08931304668533e-24
"ENSG00000162458"	0.638041213764556	8.48992453985395e-24
"ENSG00000122068"	0.637651324832537	9.21483246290089e-24
"ENSG00000142676"	0.637525486186743	9.4615293938066e-24
"ENSG00000116030"	0.637285421990465	9.95028546353926e-24
"ENSG00000084652"	0.637261939529329	9.99940551922899e-24
"ENSG00000143612"	0.637134709215642	1.02697137929543e-23
"ENSG00000189043"	0.637069405700924	1.04112299498928e-23
"ENSG00000134987"	0.636954250393204	1.06654601594094e-23
"ENSG00000116161"	0.636697033908711	1.12555513659787e-23
"ENSG00000007168"	0.636253739675457	1.234869533321e-23
"ENSG00000111142"	0.636125075151595	1.26850585139387e-23
"ENSG00000138757"	0.636114625614584	1.27127682460899e-23
"ENSG00000111581"	0.635890921935332	1.33204473935539e-23
"ENSG00000164548"	0.63582823826203	1.34957829670561e-23
"ENSG00000155463"	0.635759294750397	1.36912470079504e-23
"ENSG00000168264"	0.635704210056042	1.38494158514684e-23
"ENSG00000124795"	0.635665736787552	1.39609503749836e-23
"ENSG00000137124"	0.635575018101699	1.42274503662669e-23
"ENSG00000116171"	0.635547074383095	1.43105415264994e-23
"ENSG00000142864"	0.635422676090107	1.46862641959827e-23
"ENSG00000125835"	0.63511094832845	1.56708733252608e-23
"ENSG00000103342"	0.634982491331058	1.60952244303216e-23
"ENSG00000205531"	0.634961376891699	1.61660468641191e-23
"ENSG00000173960"	0.63456624415031	1.7549315083481e-23
"ENSG00000160201"	0.634484677897915	1.78490125835833e-23
"ENSG00000147677"	0.6342425751788	1.87684877068796e-23
"ENSG00000136381"	0.634018680976226	1.96601332284983e-23
"ENSG00000102390"	0.633870099065191	2.02746871011888e-23
"ENSG00000174695"	0.633492078029488	2.19245879674605e-23
"ENSG00000142507"	0.632493352734541	2.69446980901919e-23
"ENSG00000104067"	0.632351874816577	2.77415868570306e-23
"ENSG00000149182"	0.632350143809495	2.77514788867094e-23
"ENSG00000125304"	0.632329868480591	2.78676027570045e-23
"ENSG00000163428"	0.6319476806762	3.01479937292382e-23
"ENSG00000119318"	0.631875841450931	3.05966498048593e-23
"ENSG00000122218"	0.631762966241058	3.13148674477207e-23
"ENSG00000129562"	0.631702994034675	3.17031770315486e-23
"ENSG00000113141"	0.631552074009583	3.27014068828188e-23
"ENSG00000141551"	0.631544152095558	3.27546490582446e-23
"ENSG00000102144"	0.631456590819376	3.33488387451375e-23
"ENSG00000136897"	0.63116960301894	3.53715194356062e-23
"ENSG00000161980"	0.631112441148522	3.57885514936469e-23
"ENSG00000090273"	0.631061655753255	3.61631119843334e-23
"ENSG00000111639"	0.631040771266071	3.63182574401899e-23
"ENSG00000171824"	0.630867118600832	3.7633851333276e-23
"ENSG00000018408"	0.6303141834318	4.21425020934258e-23
"ENSG00000114982"	0.630125873171969	4.3795921863304e-23
"ENSG00000106144"	0.62996591259601	4.52503433259462e-23
"ENSG00000009307"	0.629698277820911	4.77905618963218e-23
"ENSG00000134318"	0.629508874731608	4.96723653486622e-23
"ENSG00000100941"	0.629350251748881	5.13041992008758e-23
"ENSG00000162244"	0.629327344953062	5.1544162447661e-23
"ENSG00000143319"	0.629158325588004	5.33491481434955e-23
"ENSG00000213593"	0.629136161658466	5.35903973574853e-23
"ENSG00000147140"	0.628914888536299	5.60584180960765e-23
"ENSG00000134294"	0.628414277708439	6.20614304724031e-23
"ENSG00000131778"	0.62816482201098	6.52840841087976e-23
"ENSG00000138668"	0.628096875201613	6.61899867798233e-23
"ENSG00000123349"	0.627871652501885	6.92819508139422e-23
"ENSG00000163964"	0.627844956584443	6.96577190206923e-23
"ENSG00000253352"	0.62765199391463	7.24340028228199e-23
"ENSG00000150316"	0.627474655826161	7.50811470960599e-23
"ENSG00000257923"	0.627392715325908	7.63361528226807e-23
"ENSG00000143947"	0.627141362426372	8.03158096468411e-23
"ENSG00000145425"	0.627027495883303	8.21850480301444e-23
"ENSG00000146007"	0.626948927057266	8.34996804799577e-23
"ENSG00000167193"	0.626856318287426	8.50757664417058e-23
"ENSG00000138081"	0.626492599429337	9.15534692236372e-23
"ENSG00000140836"	0.62646167912203	9.21259754245811e-23
"ENSG00000166197"	0.626341089623267	9.43925408681779e-23
"ENSG00000119231"	0.626144325028774	9.82089833106853e-23
"ENSG00000115241"	0.62612604964612	9.85710486836677e-23
"ENSG00000137770"	0.626038492629572	1.0032396208218e-22
"ENSG00000100911"	0.625972384482202	1.0166771133328e-22
"ENSG00000079332"	0.625747824800065	1.06365556694099e-22
"ENSG00000168002"	0.625636548047659	1.08771838996403e-22
"ENSG00000140575"	0.625521849863648	1.11308045730017e-22
"ENSG00000116209"	0.625355128581617	1.15098449770741e-22
"ENSG00000135269"	0.62508720998804	1.21456673409665e-22
"ENSG00000143924"	0.624882091001594	1.26556478416771e-22
"ENSG00000146701"	0.624576559438245	1.34544949458665e-22
"ENSG00000068654"	0.624359762943315	1.40511600789493e-22
"ENSG00000198563"	0.623232666228387	1.75973265167085e-22
"ENSG00000113732"	0.623144849378564	1.79079116186998e-22
"ENSG00000184992"	0.623002549829046	1.8422651770763e-22
"ENSG00000162144"	0.622701786750808	1.95588715577715e-22
"ENSG00000105202"	0.622689686680157	1.96059947613171e-22
"ENSG00000138095"	0.622680973673856	1.96399962094211e-22
"ENSG00000205581"	0.622414420347604	2.07086337247608e-22
"ENSG00000096063"	0.622374847536902	2.08720767709334e-22
"ENSG00000092010"	0.622107939382111	2.20080195549375e-22
"ENSG00000136527"	0.622091490719696	2.20799760018881e-22
"ENSG00000054654"	0.622032244606225	2.23410741125789e-22
"ENSG00000047315"	0.621892172737676	2.2970488164106e-22
"ENSG00000136522"	0.621843302111177	2.31941598059583e-22
"ENSG00000100823"	0.62094528669344	2.77062954084467e-22
"ENSG00000233927"	0.620881307596334	2.80587980483956e-22
"ENSG00000130826"	0.620823843624022	2.83791557542986e-22
"ENSG00000079246"	0.62081533688358	2.84268843988211e-22
"ENSG00000115306"	0.620636202148636	2.94504562519753e-22
"ENSG00000213625"	0.620530040676343	3.00740470606612e-22
"ENSG00000049618"	0.620521411171118	3.01253026242783e-22
"ENSG00000167635"	0.620507610843373	3.02074489625241e-22
"ENSG00000184983"	0.620354922520885	3.11311319422111e-22
"ENSG00000169895"	0.620162263007423	3.23362681793367e-22
"ENSG00000176915"	0.620039821062462	3.31258570246431e-22
"ENSG00000101966"	0.619765267860208	3.49658128192558e-22
"ENSG00000110075"	0.61970500490291	3.53829063908396e-22
"ENSG00000166471"	0.619607601218445	3.60674095881673e-22
"ENSG00000241837"	0.619586638308545	3.62164174532441e-22
"ENSG00000162433"	0.619529423269583	3.66261942719643e-22
"ENSG00000122203"	0.61925924229803	3.8623568273363e-22
"ENSG00000089289"	0.619169635999892	3.9309324450086e-22
"ENSG00000083845"	0.619141534898591	3.95268337029358e-22
"ENSG00000156976"	0.619101580973547	3.98381222319472e-22
"ENSG00000198218"	0.618870906884676	4.16829733852193e-22
"ENSG00000184787"	0.618746302232067	4.27141443517738e-22
"ENSG00000106080"	0.618681406219947	4.32610702853942e-22
"ENSG00000175029"	0.618458093084811	4.51961431793971e-22
"ENSG00000168894"	0.618377766941834	4.59127681551116e-22
"ENSG00000173692"	0.618213733038444	4.74110098885948e-22
"ENSG00000129515"	0.618169922848331	4.78192156169981e-22
"ENSG00000069345"	0.6181341158082	4.81554120045353e-22
"ENSG00000117505"	0.617973354806614	4.96936332710676e-22
"ENSG00000197930"	0.617709896057062	5.23194254179957e-22
"ENSG00000117528"	0.617503273589358	5.44736181217449e-22
"ENSG00000186298"	0.617331463891184	5.63309691698824e-22
"ENSG00000104979"	0.617012310176282	5.99476314930253e-22
"ENSG00000111371"	0.61700588256785	6.00227625057433e-22
"ENSG00000074201"	0.616966028962088	6.04906708689637e-22
"ENSG00000093000"	0.616771649444418	6.28246334753415e-22
"ENSG00000153774"	0.61650733003147	6.61407449536242e-22
"ENSG00000161057"	0.616502104823909	6.62080018868948e-22
"ENSG00000167996"	0.616493533336936	6.63184763122376e-22
"ENSG00000124193"	0.616400577462003	6.75282302656236e-22
"ENSG00000066044"	0.616169584537776	7.06290231761824e-22
"ENSG00000184432"	0.615720926347102	7.70562756240042e-22
"ENSG00000134186"	0.614900538447736	9.03266316404693e-22
"ENSG00000009335"	0.614664915796319	9.45362155089665e-22
"ENSG00000009954"	0.614553696411715	9.65895629032622e-22
"ENSG00000132463"	0.614185061345657	1.0371332073083e-21
"ENSG00000124802"	0.614064422053248	1.06154760272024e-21
"ENSG00000165733"	0.614026526111039	1.06933258663444e-21
"ENSG00000117222"	0.613895734468056	1.09663407783165e-21
"ENSG00000167526"	0.613639076321702	1.15221231645282e-21
"ENSG00000119285"	0.613398442550787	1.20682688802108e-21
"ENSG00000198721"	0.613193803827448	1.25526494628288e-21
"ENSG00000146247"	0.613189683797291	1.25625949798499e-21
"ENSG00000163541"	0.612824487875502	1.34755787009071e-21
"ENSG00000186575"	0.612791375881308	1.3561507975784e-21
"ENSG00000196914"	0.612690587363861	1.38263886701325e-21
"ENSG00000076554"	0.612633410200631	1.39789055923688e-21
"ENSG00000023734"	0.612514242099822	1.4302106348056e-21
"ENSG00000077380"	0.612503542250597	1.4331482131741e-21
"ENSG00000136026"	0.612350241461702	1.47589196108218e-21
"ENSG00000172053"	0.61227079860589	1.49853213106021e-21
"ENSG00000123684"	0.611969536050233	1.58752720030498e-21
"ENSG00000065911"	0.611890562644032	1.61170194522391e-21
"ENSG00000112419"	0.61154387701449	1.72217134739994e-21
"ENSG00000090863"	0.611484538165104	1.74181007743114e-21
"ENSG00000161533"	0.611056123776769	1.89026861676391e-21
"ENSG00000143420"	0.610864652358906	1.96056966200946e-21
"ENSG00000174437"	0.610834925575306	1.9717118880874e-21
"ENSG00000156531"	0.610674729306497	2.03283515621031e-21
"ENSG00000177683"	0.610663645399886	2.03713236426114e-21
"ENSG00000115825"	0.610269027421752	2.19607217587497e-21
"ENSG00000130713"	0.610130592999239	2.25466327983492e-21
"ENSG00000162065"	0.61001076507427	2.30661600124137e-21
"ENSG00000115310"	0.609843854380174	2.38094472700436e-21
"ENSG00000060138"	0.609821846247785	2.39091914233577e-21
"ENSG00000188976"	0.609719388498395	2.43789697698656e-21
"ENSG00000117054"	0.609558639073654	2.51343344219757e-21
"ENSG00000196655"	0.609274174361594	2.65277216500371e-21
"ENSG00000145817"	0.609157101700588	2.7122947174933e-21
"ENSG00000004779"	0.609063729983135	2.76070488790681e-21
"ENSG00000125870"	0.60903027770169	2.77825428782297e-21
"ENSG00000132485"	0.608980052453959	2.80480871457305e-21
"ENSG00000116918"	0.608974212908616	2.80791223778366e-21
"ENSG00000163535"	0.608775639623635	2.91547665320318e-21
"ENSG00000164040"	0.608566974574252	3.03286429410121e-21
"ENSG00000143222"	0.608462456337043	3.09339366329838e-21
"ENSG00000110713"	0.608300139279769	3.18975339751527e-21
"ENSG00000144580"	0.608127185008158	3.29566953349442e-21
"ENSG00000029993"	0.607964147338955	3.39866897971732e-21
"ENSG00000113569"	0.607408667246953	3.7738733658433e-21
"ENSG00000115540"	0.607287052323426	3.86128922869754e-21
"ENSG00000160305"	0.607209861928552	3.91780064650818e-21
"ENSG00000140391"	0.607027008408238	4.05492672717008e-21
"ENSG00000101608"	0.60686490734565	4.18042064939419e-21
"ENSG00000185787"	0.606730548681183	4.28731916848004e-21
"ENSG00000130985"	0.606351271883217	4.60376247197259e-21
"ENSG00000000003"	0.606237930335783	4.70269721972959e-21
"ENSG00000089048"	0.605979044265488	4.9365670539754e-21
"ENSG00000075415"	0.605961270907832	4.95303514217094e-21
"ENSG00000100644"	0.605927011192998	4.98493107172531e-21
"ENSG00000163939"	0.605834098847739	5.07245073864089e-21
"ENSG00000087263"	0.605609833227409	5.28995884408834e-21
"ENSG00000134748"	0.605550904408513	5.34861397492876e-21
"ENSG00000128309"	0.605465153739067	5.43510790110726e-21
"ENSG00000117899"	0.605437531583017	5.46326060942684e-21
"ENSG00000115762"	0.605397652322144	5.50415841678006e-21
"ENSG00000146842"	0.604684102204123	6.28881714815761e-21
"ENSG00000141279"	0.604623275330173	6.3605707830796e-21
"ENSG00000100528"	0.604189611548328	6.89593853585255e-21
"ENSG00000164163"	0.604083956860156	7.03292733812875e-21
"ENSG00000003056"	0.603810346911532	7.40021317228106e-21
"ENSG00000139154"	0.6028782768182	8.79827822254254e-21
"ENSG00000198522"	0.602423612682975	9.57124601302659e-21
"ENSG00000113658"	0.602130669555984	1.01041646351266e-20
"ENSG00000005100"	0.602051680789529	1.02527742707978e-20
"ENSG00000160551"	0.601639064975863	1.10646184472759e-20
"ENSG00000115364"	0.601525970724072	1.12979368687356e-20
"ENSG00000198380"	0.601451610009115	1.14539692667055e-20
"ENSG00000136450"	0.601300346894585	1.17779193283263e-20
"ENSG00000005022"	0.601284003810829	1.18134536556716e-20
"ENSG00000155368"	0.601275439965565	1.18321157664654e-20
"ENSG00000119402"	0.601204823929424	1.19871068990602e-20
"ENSG00000144028"	0.601155103125783	1.20974293641532e-20
"ENSG00000070010"	0.601056990240357	1.23180559097088e-20
"ENSG00000182628"	0.601030985213971	1.23771921463056e-20
"ENSG00000160818"	0.600796638234584	1.29228227656492e-20
"ENSG00000164022"	0.600735812175928	1.30682584873836e-20
"ENSG00000158122"	0.600441490341573	1.37949776329543e-20
"ENSG00000058673"	0.600425250027681	1.38362110643786e-20
"ENSG00000241685"	0.60029560592831	1.41697353645899e-20
"ENSG00000198586"	0.600294790193461	1.41718587029302e-20
"ENSG00000131495"	0.600256294214634	1.42724185296988e-20
"ENSG00000128272"	0.600150057662955	1.45535766589656e-20
"ENSG00000160710"	0.600031773032153	1.48730148726329e-20
"ENSG00000145912"	0.599939076672653	1.51281473485746e-20
"ENSG00000116489"	0.59993664450711	1.51348989842359e-20
"ENSG00000213066"	0.59993348357316	1.51436780814043e-20
"ENSG00000168291"	0.599925460600035	1.51659833182192e-20
"ENSG00000169564"	0.599580142066603	1.61571869456055e-20
"ENSG00000170248"	0.599309065982609	1.69795552289281e-20
"ENSG00000011295"	0.598884940477088	1.83492794540761e-20
"ENSG00000176953"	0.598609026978337	1.92979386312294e-20
"ENSG00000187079"	0.598130887393248	2.10570842918548e-20
"ENSG00000138035"	0.597139718285744	2.52195034951316e-20
"ENSG00000100902"	0.597116563943159	2.53258092281927e-20
"ENSG00000166803"	0.597074282659843	2.55210653945023e-20
"ENSG00000137575"	0.597050094555922	2.56334298892955e-20
"ENSG00000044115"	0.596556218738994	2.80367555189743e-20
"ENSG00000183283"	0.596373873289119	2.89788400566543e-20
"ENSG00000115020"	0.596273451668498	2.95108522512343e-20
"ENSG00000135069"	0.595989506310938	3.10675100127206e-20
"ENSG00000173272"	0.595647349468653	3.30505448216983e-20
"ENSG00000114302"	0.595447350102349	3.42666212734657e-20
"ENSG00000141568"	0.595325212917662	3.5030733812195e-20
"ENSG00000100796"	0.594650116260143	3.95655071404279e-20
"ENSG00000116560"	0.594413668567481	4.12861020495328e-20
"ENSG00000083520"	0.594186010426924	4.30119817569869e-20
"ENSG00000140612"	0.594099512126664	4.36861087428849e-20
"ENSG00000204138"	0.593709397677407	4.68574720776937e-20
"ENSG00000155506"	0.593515125074632	4.85199136614953e-20
"ENSG00000105323"	0.593388312989083	4.96361351960337e-20
"ENSG00000171862"	0.593349609829658	4.9981794986648e-20
"ENSG00000167258"	0.592954558548761	5.36478249783132e-20
"ENSG00000114331"	0.592861678457163	5.45473073804275e-20
"ENSG00000100519"	0.592796104553236	5.51912367461815e-20
"ENSG00000134001"	0.592719503174768	5.59528986823472e-20
"ENSG00000162959"	0.592613024323884	5.70287848542944e-20
"ENSG00000165672"	0.592323471701924	6.00581306243083e-20
"ENSG00000013375"	0.59220577467007	6.13341104073454e-20
"ENSG00000164134"	0.591944977790371	6.42569240884654e-20
"ENSG00000085365"	0.591697933020089	6.7151364506612e-20
"ENSG00000130935"	0.591637436749251	6.78794162781504e-20
"ENSG00000197694"	0.591572300301357	6.86719648534759e-20
"ENSG00000041357"	0.591455557243717	7.01152048132202e-20
"ENSG00000037241"	0.591190640034933	7.35014733463243e-20
"ENSG00000105939"	0.591057738626162	7.52601582842467e-20
"ENSG00000196459"	0.590701228429266	8.01841978913877e-20
"ENSG00000104904"	0.590681488373494	8.04658844165957e-20
"ENSG00000164466"	0.59049935837616	8.31110398232009e-20
"ENSG00000039319"	0.590426115541955	8.41986513611459e-20
"ENSG00000136536"	0.59031332359727	8.59008909333263e-20
"ENSG00000114315"	0.590300622571484	8.60946738803976e-20
"ENSG00000105819"	0.590030108136038	9.03252731488352e-20
"ENSG00000169398"	0.589841321412385	9.33978081143194e-20
"ENSG00000198730"	0.589825210690955	9.36647088667994e-20
"ENSG00000132842"	0.589811806892365	9.38873347553858e-20
"ENSG00000154582"	0.589606050755471	9.73705948922838e-20
"ENSG00000169045"	0.589486549667631	9.94514749425399e-20
"ENSG00000132305"	0.589462532547741	9.98749179404055e-20
"ENSG00000148634"	0.589434189385816	1.00376907237629e-19
"ENSG00000110696"	0.589388938474612	1.0118348374694e-19
"ENSG00000090520"	0.589149571253249	1.05556964087941e-19
"ENSG00000101266"	0.589098886566145	1.06506527608257e-19
"ENSG00000123975"	0.589077912275695	1.06901920525094e-19
"ENSG00000179933"	0.589073871060284	1.06978267928895e-19
"ENSG00000116984"	0.588836227854456	1.11563125699638e-19
"ENSG00000166747"	0.588583409819475	1.16652257208289e-19
"ENSG00000104824"	0.588419499625672	1.20072602059244e-19
"ENSG00000166260"	0.588063514607809	1.27843197581647e-19
"ENSG00000177479"	0.588017574597143	1.28881240702935e-19
"ENSG00000156697"	0.587768076536207	1.34664757624777e-19
"ENSG00000133983"	0.58738898116403	1.43942617970201e-19
"ENSG00000177889"	0.587199134314949	1.48821523281455e-19
"ENSG00000122545"	0.586472165458945	1.69048621871445e-19
"ENSG00000128463"	0.586366897075887	1.72192600944937e-19
"ENSG00000204574"	0.586267331055769	1.75218982979582e-19
"ENSG00000179918"	0.586034254527011	1.82508885771414e-19
"ENSG00000105053"	0.585995998772171	1.83733477702198e-19
"ENSG00000123562"	0.585744562149107	1.91984966519337e-19
"ENSG00000198668"	0.585355627021803	2.05469320577707e-19
"ENSG00000136628"	0.585334406644769	2.06231153885383e-19
"ENSG00000125356"	0.585241272453804	2.09607641499004e-19
"ENSG00000092199"	0.585036612312899	2.17218904929635e-19
"ENSG00000182149"	0.584988192906055	2.19058867701298e-19
"ENSG00000186432"	0.584925774356258	2.2145336110423e-19
"ENSG00000166266"	0.584831630086582	2.25113520808416e-19
"ENSG00000023228"	0.584712232815097	2.29840857342202e-19
"ENSG00000115541"	0.584690117600138	2.30727091682833e-19
"ENSG00000117335"	0.584621625043105	2.3349313440475e-19
"ENSG00000030066"	0.58459293168526	2.34661540632154e-19
"ENSG00000144426"	0.584533930800728	2.370821200806e-19
"ENSG00000104231"	0.584249922791311	2.49080609771599e-19
"ENSG00000123505"	0.584166494860555	2.52716917828175e-19
"ENSG00000189091"	0.584099758650566	2.55663112104997e-19
"ENSG00000213024"	0.584023726808758	2.59060719326326e-19
"ENSG00000069329"	0.58388553825905	2.65349584975718e-19
"ENSG00000150593"	0.583814426641954	2.68643896863382e-19
"ENSG00000154639"	0.583611913309346	2.78246723074755e-19
"ENSG00000166938"	0.583584460430102	2.79574117219898e-19
"ENSG00000165819"	0.583552571708981	2.81123785536476e-19
"ENSG00000106261"	0.582530048110303	3.35533211217917e-19
"ENSG00000087365"	0.582443656623348	3.40576822471139e-19
"ENSG00000166710"	0.582411002503507	3.42502486901565e-19
"ENSG00000163931"	0.582096420115936	3.61609081158878e-19
"ENSG00000166136"	0.581882472968432	3.75196296827139e-19
"ENSG00000070961"	0.581840774128703	3.77902148057781e-19
"ENSG00000108064"	0.581831047959525	3.7853602788732e-19
"ENSG00000163946"	0.581644532732542	3.90895288458678e-19
"ENSG00000008294"	0.581516215048269	3.99626896911248e-19
"ENSG00000167699"	0.581170159823678	4.24138927260349e-19
"ENSG00000130414"	0.580929167576066	4.42073327975064e-19
"ENSG00000104164"	0.580850172700237	4.48112206522169e-19
"ENSG00000105281"	0.580410123725095	4.8326146825696e-19
"ENSG00000060237"	0.580383589275779	4.85465212385088e-19
"ENSG00000163527"	0.580274342598803	4.94642599102632e-19
"ENSG00000114098"	0.580187223050751	5.02082835899256e-19
"ENSG00000152082"	0.579671834305801	5.48395121924227e-19
"ENSG00000139644"	0.579493136193072	5.65410268713276e-19
"ENSG00000166226"	0.579281217910256	5.86259938267223e-19
"ENSG00000132604"	0.579053586338825	6.09494990961131e-19
"ENSG00000011454"	0.579048560200446	6.10018075355925e-19
"ENSG00000162664"	0.578916129587094	6.23960112518072e-19
"ENSG00000134375"	0.578428429272104	6.78048684756516e-19
"ENSG00000100591"	0.578375493771904	6.84188909364401e-19
"ENSG00000072110"	0.578087481287914	7.18563680439379e-19
"ENSG00000177189"	0.578053592223883	7.22718027834797e-19
"ENSG00000108256"	0.578012927983444	7.27733993619129e-19
"ENSG00000112096"	0.577957789930643	7.34589838895786e-19
"ENSG00000197170"	0.57771547643088	7.65476815516844e-19
"ENSG00000140740"	0.577535772069457	7.89201537493068e-19
"ENSG00000153310"	0.577531122406169	7.89824855765158e-19
"ENSG00000065548"	0.577447771187052	8.01080824830119e-19
"ENSG00000143337"	0.577345993957314	8.15038392224586e-19
"ENSG00000132475"	0.577204615521911	8.34822937557516e-19
"ENSG00000140319"	0.577107626253868	8.48667015284695e-19
"ENSG00000127540"	0.576868038555041	8.83836761969666e-19
"ENSG00000247556"	0.57674157631207	9.02972331960725e-19
"ENSG00000163257"	0.576738996042098	9.03366959908212e-19
"ENSG00000137497"	0.576516911950613	9.37973433215314e-19
"ENSG00000109046"	0.576382601254819	9.59529390746831e-19
"ENSG00000145734"	0.576174676250439	9.93860711790159e-19
"ENSG00000143815"	0.575978098609209	1.02742378146596e-18
"ENSG00000172239"	0.575244900218936	1.16268922234332e-18
"ENSG00000100201"	0.575211278132138	1.16929362116587e-18
"ENSG00000072501"	0.574840212064078	1.24466831942432e-18
"ENSG00000085415"	0.574726232437548	1.26876222451373e-18
"ENSG00000117118"	0.574715035954094	1.27115352770168e-18
"ENSG00000011275"	0.574031125588759	1.42590407162067e-18
"ENSG00000106052"	0.573836406427856	1.47324217069589e-18
"ENSG00000143569"	0.573317065463062	1.60715707527354e-18
"ENSG00000138078"	0.573272389378021	1.61921894381686e-18
"ENSG00000061676"	0.572746363228116	1.76808184831571e-18
"ENSG00000100883"	0.572456184393889	1.85585550271093e-18
"ENSG00000121940"	0.572400312215618	1.87323924231328e-18
"ENSG00000110917"	0.572271664790338	1.91387459017932e-18
"ENSG00000156482"	0.57226269560498	1.91673963217112e-18
"ENSG00000108443"	0.572260378494301	1.91748047340035e-18
"ENSG00000171208"	0.571864991810867	2.04809116073179e-18
"ENSG00000169375"	0.571659812259015	2.11926451683493e-18
"ENSG00000111530"	0.571305463255413	2.24792953952716e-18
"ENSG00000119820"	0.571205429236263	2.28561668776328e-18
"ENSG00000087995"	0.571166212926682	2.30055944671696e-18
"ENSG00000091436"	0.570718841233572	2.47794456538132e-18
"ENSG00000029364"	0.570617926829599	2.51977255593097e-18
"ENSG00000186010"	0.570485719073717	2.5756192810923e-18
"ENSG00000184575"	0.570423080582719	2.60250034922414e-18
"ENSG00000100138"	0.570340230817865	2.63847749303091e-18
"ENSG00000205323"	0.569754833808787	2.90693959046396e-18
"ENSG00000084093"	0.569743619489249	2.91233519667222e-18
"ENSG00000152518"	0.569726873231394	2.9204106804446e-18
"ENSG00000105976"	0.569691673088302	2.93745668095988e-18
"ENSG00000116044"	0.569408886303332	3.07798151975952e-18
"ENSG00000136045"	0.569321127756385	3.12291492477552e-18
"ENSG00000124380"	0.569186804774319	3.19293685546009e-18
"ENSG00000164587"	0.56893809868062	3.32666864464114e-18
"ENSG00000180817"	0.568480975309528	3.58692460623094e-18
"ENSG00000154380"	0.568453198716903	3.60336592809061e-18
"ENSG00000089737"	0.568081572075891	3.83056608157299e-18
"ENSG00000172197"	0.567687808222698	4.0866076282553e-18
"ENSG00000120253"	0.567534357636757	4.19086264849335e-18
"ENSG00000138303"	0.567391416241365	4.29031852701624e-18
"ENSG00000070770"	0.567255796752606	4.3868150942643e-18
"ENSG00000168175"	0.567174190051351	4.44590121108697e-18
"ENSG00000054523"	0.567003476698018	4.57203541298718e-18
"ENSG00000100603"	0.566836458750934	4.69882826200512e-18
"ENSG00000114023"	0.566793306074457	4.73214377971413e-18
"ENSG00000144401"	0.566767441253071	4.75222317770908e-18
"ENSG00000070087"	0.566712909591497	4.79483103700044e-18
"ENSG00000214194"	0.566711383070663	4.79602913850945e-18
"ENSG00000149485"	0.566690089461979	4.81277218994988e-18
"ENSG00000144048"	0.566495413428496	4.9685229496469e-18
"ENSG00000120805"	0.566391351645779	5.05379123596357e-18
"ENSG00000143761"	0.56637848195477	5.0644357365114e-18
"ENSG00000187607"	0.566032070273175	5.35934690896228e-18
"ENSG00000163655"	0.566030060246565	5.36110624384738e-18
"ENSG00000129083"	0.565931301580986	5.4482477736146e-18
"ENSG00000144029"	0.565913399141771	5.46419215979294e-18
"ENSG00000166822"	0.565908311188053	5.46873195888269e-18
"ENSG00000138085"	0.565842941226547	5.52738885725979e-18
"ENSG00000134684"	0.565841838089718	5.52838397668516e-18
"ENSG00000122026"	0.565672445414391	5.68329028688625e-18
"ENSG00000162923"	0.565610904588064	5.740614287282e-18
"ENSG00000111237"	0.565593228521804	5.75718358610435e-18
"ENSG00000161813"	0.56555864494489	5.78973731633115e-18
"ENSG00000196199"	0.565284077120285	6.05466631405413e-18
"ENSG00000213853"	0.565260983876088	6.07748249562677e-18
"ENSG00000170315"	0.565132232458715	6.20624090593186e-18
"ENSG00000055332"	0.565042476406636	6.29757816081394e-18
"ENSG00000148700"	0.565018784580338	6.32190612073395e-18
"ENSG00000069275"	0.56499404913818	6.34740391638203e-18
"ENSG00000139613"	0.56495910759202	6.3835940535799e-18
"ENSG00000166233"	0.564797109201227	6.55403850053898e-18
"ENSG00000114744"	0.564571353440248	6.79901760990844e-18
"ENSG00000162695"	0.564507600414777	6.86980798390211e-18
"ENSG00000023909"	0.563464613263862	8.13581104538368e-18
"ENSG00000162521"	0.563388865059847	8.23617650771713e-18
"ENSG00000141030"	0.56319489153416	8.49874894147093e-18
"ENSG00000111011"	0.563106072843389	8.62169751701937e-18
"ENSG00000196305"	0.56309476197293	8.63747923237175e-18
"ENSG00000100714"	0.562996899288155	8.77521040518385e-18
"ENSG00000137288"	0.562846120832346	8.99163392410097e-18
"ENSG00000197747"	0.562700131500141	9.20615941674479e-18
"ENSG00000114209"	0.562670580634207	9.25018913397049e-18
"ENSG00000104320"	0.562561223818033	9.41492735753103e-18
"ENSG00000198265"	0.562397623280148	9.66675627671418e-18
"ENSG00000196236"	0.562196420061362	9.98552249625575e-18
"ENSG00000234127"	0.562152473218402	1.00565049066207e-17
"ENSG00000023287"	0.562119942830074	1.01093655588566e-17
"ENSG00000080608"	0.56194529173736	1.03978518444874e-17
"ENSG00000147669"	0.561918027516986	1.04436079062082e-17
"ENSG00000116459"	0.56117659779751	1.17663323264156e-17
"ENSG00000005801"	0.561151067983015	1.18146844004551e-17
